condition,generation_seed,question_index,question_sha256,elapsed_seconds,generated_tokens,target_calls,drafted_tokens,accepted_draft_tokens,gamma_matched_blocks,gamma_matched_output_tokens,speed_numerator_tokens,gamma_weighted_seconds,continuation_last_number_correct,native_parser_correct,reached_cap,source_row_sha256
benign,2115,106,f36cf3d631e2229fd12c4a408087cb2ddbb4930d4fb1ea5ff05e03445e5b9e40,35.63696885108948,315,47,462,268,46,313,315,35.41070238219367,1,1,0,e7efb3e828d040517368d80dfeb3725e9d8df65c6b49d3a57bfa6c2f30e836cd
benign,2115,107,39a2f8a70c1e36831f090d462c0e2db3c225c97406da8bf30424fdf8f31c9ce0,28.835626125335693,215,38,373,177,37,212,215,28.4332685514938,1,1,0,7d660dc9bf14d3f0612019f7042dde61a293c487b334738bfadaaf182efda16f
benign,2115,108,f0c0c69ee1081eef308adced9c0e87d8907ba46bfe7a48a94c21a1645339bd5d,32.544403076171875,209,43,421,166,42,208,209,32.38868822891747,1,1,0,bbaa2dd38a2a5f96c14f18312ef56bebbe7a7bc45608d1cfc084d1fee3f9d165
benign,2115,109,5e198a31e9e946144656627ff5b15393c675b7698a4c85a1262eb65926019d8f,18.34544801712036,141,24,238,117,23,133,141,17.30457153387949,0,0,0,34b0ae38dfe95d02e93f72f971e109310cdb4501636982c2c2d764373bc6c5d0
benign,2115,110,01bfcc0e852a1d29fd4744b97b83fbd3cae6720ba66dde58a9282f0b6a096abf,28.651891946792603,232,38,369,194,36,223,232,27.540396138511856,1,1,0,6e6e8969fb2c7ba15701990335623bbb69a14dd27ccd6ee446f6aee8fbdafbab
benign,2115,111,428761e289e8d36b160dbb14b957327cf95078e0a6f4d999e60a2d09d6f5c088,41.70658612251282,297,55,541,242,54,296,297,41.5661599066121,1,1,0,e13f4cbcc6e29db9aaadf1b148664d0b6406f8551fd4ff61a94d2f7b0a292b9e
benign,2115,112,8eab15179c07e4292ebb8e9af0cb9caf6d6a2f6a173a1200156de2310e330457,19.578940868377686,107,26,251,81,25,106,107,19.395960112598456,1,1,0,17de4dee674c265296b81d8d0e0265fb37b1562dd82b5c0fa50e8452f3b4b8b4
benign,2115,113,ff97715a210dc41459c23b61a274db166ed93b3f8040e5349c3f254442244adf,10.191414594650269,76,14,126,62,12,72,76,9.65502435282657,1,1,0,175c726f77f07da3e79e3d8fa2eec08ef144a3d4bf2cf7b6f518cab9bb3d223b
benign,2115,114,c149b54f8d8fa351b0a7021347b0972cbe70254fdb4a605b8fc3249f9626aced,32.2849383354187,248,43,415,205,39,232,248,30.202039087972334,1,1,0,015fb4183b677cfbea3503adcdd25ff96de87d6b56d897698c6a697088c263b2
benign,2115,115,f99c92a7cf2983bc9fcea2e5babc601c4a90cd55176598d782f0388a3c2e18e8,49.797863721847534,455,66,643,389,63,445,455,48.70340517851022,1,1,0,05499c96278a60ff094552546bab202379193c90ea0557525bd9e8e9d8b9d338
benign,2115,116,b7a22d59d7a7c53807bbb24e2665362c5c00cf4e97ead8292d7ef27a3d612c2a,29.456697463989258,226,39,381,187,38,225,226,29.32635809467957,1,1,0,73b9fddcd4f790f614a6e80d87adb4d3b157cc8f16b6dff7b3599fd3f81c3c25
benign,2115,117,8a7ef077b625972cca37f75ec755679f62f59369d46bd53f6620b404b35ef80f,7.69401216506958,65,10,99,55,9,56,65,6.628687403752253,1,1,0,9596f692b8e8386457006e156b9d212f86e4e684b11363ec930094ec03ca8ada
benign,2115,118,b9cb8545f95a686bbc7a994c143a3f2ecc5a5da8c83c2acd78aec0372d190d90,25.92125105857849,163,34,337,129,33,156,163,24.808068497780642,1,1,0,7608e7d332f33501b951e84aa2755f73f4a40d4e3fd5aaa0b122b8647b2cf47f
benign,2115,119,7df75d2b68107df98b0bef757e06fff8ff3004507814133bbb4bef0f208408ea,51.07799291610718,444,67,665,377,66,439,444,50.502790293178045,0,0,0,73953f8322b8df20e83585d7b28dc9ec4f9f61e35e45813991cc7e52aa0ee449
benign,2115,120,4a23b3ce1966b62687b3e9a5b690f988c07610a3f59554c19e6226e335786b0f,15.34917950630188,139,20,200,119,20,139,139,15.34917950630188,1,1,0,4857b0e6a0f69710a72e35bb582db14e0d3ce8f1b45485f5e1c7e825f06f545d
benign,2115,121,b3961d14053d10d144900d3c9933e6feb82cd4c29bcfb760e8ec2c9aec18dce9,14.913273811340332,144,20,189,124,18,137,144,14.188323001066843,1,1,0,6acd54213455c6fe1bcfe22727a1f2c9a4b577f1425655f4251fea8a3d1858ea
benign,2115,122,7a79da6f9180ba86c27323bc567d1ffccac4c6917837e2392e63ecd7ed614c24,28.336878061294556,222,37,368,185,36,214,222,27.315729302328986,1,1,0,87277035e593566714a0d655a8d1b0b51191b63a290f4f85f0ebb53d0ac9104d
benign,2115,123,1cccf292fc66a7ada2c99df24e69fb414f26da86719384d80245eb964f3ad0ce,19.777289390563965,144,26,256,118,25,138,144,18.953235665957134,0,0,0,7759564607726a92642a04997c194bcfd20f01844110badadd3fe5c9f79aef31
benign,2115,124,67aad8ea1a02fa71c4f1ec3113ad7fa5aaf003c1e077872a4a8cca020d67357e,29.010408639907837,174,38,377,136,37,167,174,27.843323234854072,1,1,0,d216a1ac3c72e2d567caa0dc3b08e3b8cd69f28f27757df16b40a45871cf1deb
benign,2115,125,6681b8e0f2abf7a9433078fa0f5dc6be495c2eb8934b873704046b64d44048a9,39.66901183128357,218,52,517,166,51,211,218,38.39523622202217,1,1,0,a5859f6b03dc7e1350ff21af7a541edda2c9adb738369ae1094d9b1ca8fad41c
benign,2115,126,d0798145442485f3c0cfcdfd90a7ce1c5d2eb7496d997bc8c3423c1b8e99e49e,9.141571283340454,82,12,117,70,11,75,82,8.361193246957733,1,1,0,8cd96b77600bfbd0be6c5400982db07b17212f389754d564b2fb0610d4ba88b4
benign,2115,127,3170174688bb66f77a62769e7bcd7dfbf1f6aa4280b7d5a55e61a5b6f8e63d4b,6.163476228713989,63,8,79,55,7,54,63,5.282979624611991,1,1,0,240b4c536c8b8a47ae88dbc029486bb892175ca186039cda3c951eb922cf89c2
benign,2115,128,02ab543616687a352fa9409dc82fc2d21437b3297a6cfd0060feaf1c96c3f789,27.38094210624695,264,36,355,228,34,254,264,26.343785208283048,1,1,0,9fc8f7dffca3e93314999a3dd3f6de5e265e0b2883f2c4fcb2177fa0396a511d
benign,2115,129,883512359703bdbc7e311e6da14ba2907fd2bb0fc50a077602ba081145d88afa,37.704325437545776,358,50,486,308,47,349,358,36.75645133436725,1,0,0,59a9115f3b265b43c769a6b9a584d424750088ffaf5a072022f530852661c3a3
benign,2115,130,1c64800ffb2c7c83b5645657552e2a22c4cce32e533e2fa4f8248eb55492e0f9,16.659935235977173,118,22,215,96,20,111,118,15.671633993164967,1,1,0,66b615ed51cb39c5a81f41e09a8dc3f0624f4fcc570ff3f42a7fe636d5203c28
benign,2115,131,a6720346b356d04d2a6c04422f30e2800b27ed5b53869828023ceeefbb5cae5f,8.959655284881592,84,12,113,72,11,81,84,8.639667596135821,1,1,0,6df3407828c6e5870d742f923d71e80870220b60275d0cfcfa15031bc2972e25
benign,2115,132,66ea530a01475c04b52a5ad759ef39be291984788dc2d876ea45576d452babcf,22.10856533050537,226,29,287,197,27,210,226,20.54335716551384,1,1,0,5c7a3dc53d7a74ccfa9116687dd8276cf86ee1e757d3cd12458353b8b6ffb399
benign,2115,133,97d15f62f0f0ad0951a1aaf8ee809f94824e3c116b662b16fa83e65e16f1532a,16.10633158683777,125,21,210,104,21,125,125,16.10633158683777,1,1,0,596fe504a1bcdc415f7bb19cb98a257e4282f115fbd0f7e7719a4731f7b2f228
benign,2115,134,cbe97dcd42db7392415a050f1dd99f430dfe2402c5ad3c250028934e8d5c48d5,13.620637893676758,113,18,175,95,17,108,113,13.017954801036193,1,1,0,5eb4d1e8e867ec3e12c53384442dbca53cfee3293c9b7021b019f095bf947048
benign,2115,135,c9fe583ec68ea08cb94acabcae6b7496131388bfaa128e15a9e250b162cd8147,15.448099613189697,109,21,194,88,19,107,109,15.164648244140345,1,1,0,e15550855cd6bbf77023e539688cde4f20296e3606b66db98b6295cd61576e19
benign,2115,136,da2442d2010e8ea52365576c7dae34ac2c497dc544ecfd76bf96238f7962e5fa,15.34035348892212,110,20,199,90,19,101,110,14.08523365801031,1,1,0,24ad57e2ca59d1e75f80d1e937c3aa08a3c017cd5665e5b954539f67880e7811
benign,2115,137,8f20370a7abda8db3fb9b55ace4250a04b10511ac26f7a402df8980d2e7d8c23,31.014692544937134,317,41,401,276,40,316,317,30.91685439810768,0,0,0,7fe51cd1392141bca1c2675de76fe2913a98ba90d073cccbc83d732cf05cf6d9
benign,2115,138,b1d6f8eda92424dbad56ea3ac1a4b426d51213dc8b3c603478c6de0e7bb18f1d,33.44495368003845,292,44,434,248,43,288,292,32.98680362962697,1,1,0,b327605eb5f759a76f599d1849629c1e2077108406f0701de95cd63b2847e56e
benign,2115,139,dceb7c73dd545bc71d850af9a921d77f290b8db70a1ea173bf9d544beaa0352c,11.936517000198364,123,16,151,107,15,122,123,11.839472146538215,1,1,0,4e4ce2bafb13c798bdb5dc0e380c7e9e60b7064515f7fb5bcfed03df5368e87a
benign,2115,140,09a8532e00e3cd9a41779c00b791730f72848bf57e0ea9e380ad034816e7ec31,27.462970495224,306,36,357,270,35,299,306,26.83473260807835,1,1,0,416669a2db2cda69c78f9b12bb83f84c2e24622ab1560d421fb3ab4d7dcbdc06
benign,2115,141,cdf3f31e007929771fb5edba6a762f04b0e92ca5416c600cf6e12a9eb428ffac,27.436248779296875,245,36,357,209,35,243,245,27.212279401506695,1,1,0,3ef5073f6c3d23abd9f9ca9fc87aa17ebd087aebfc226ca0aeb9f1656eb53285
benign,2115,142,e522e401478c016a78b37a5ccb26307ccd8760480518f38d1592fa053a752f11,14.528546810150146,95,19,188,76,18,87,95,13.305090236663819,1,1,0,a98cd0ac79f54163dc9e8fcaaba08ba2ba88c2e3a0afa1f2ddc2c67adf1a7998
benign,2115,143,a608c8d1fbc71901591609cfecd2842568542d571d81a4fb16ad09a9bc313762,41.197195053100586,266,54,537,212,53,259,266,40.11305834117689,1,1,0,77ed3f0bb65980526ba5bd175597c778427cbd303c14d6698f509ac2f15af26a
benign,2115,144,8f2ecd574d8c8738ec87b6ba3a3af24f9cbf35d832733c98e65546f7ee59725d,44.8212411403656,354,59,581,295,58,353,354,44.694627464827846,1,1,0,3bbd119e9ca3b990573ad0f5dcdf57bb4afdd57f85c6a2a57f0b79da9bc87cb1
benign,2115,145,804b6b67ebebc7e3ba16a757d89887fa4dde70770d585a846d498e0906396878,18.135901927947998,115,24,233,91,22,103,115,16.24345998764038,1,1,0,673c2aea8b7af00d4a373bdae9004810fa415d7f1c0ae8165887ea2d3df8f421
benign,2115,146,aa8117eb2f6758984419d06e19a0107dab523e49ea64df822b539a045e63ed0e,19.571810483932495,168,26,251,142,25,167,168,19.455311612004326,1,0,0,7f170408ce731289992449430ea7a9cd222717c33e56585191bc6f0be466fd0a
benign,2115,147,72c96b49dcfbd41cce4fcab16030d29a6ee849a89137d6a5a200b6767cd98320,48.277984857559204,267,63,630,204,63,267,267,48.277984857559204,0,0,0,3e94edddad1378100280537b300c324dad50469d68986afea84a44f2879e7d93
benign,2115,148,7c1ba632402e9dd45afe2facff39d1c8f0b5dea7c087ce5f7e17ff5fdc31e59a,35.89149308204651,165,47,467,118,46,158,165,34.36882367856575,1,1,0,4117d5a4c5fd6eb6651d4afabd5dbe56fa3b96c871d6de3894d8e98fbda258a1
benign,2115,149,a6cdbdde3c5e14684b7b592b347824a832d6cfc7ee66995749dae09f88932443,13.71564793586731,150,18,177,132,17,143,150,13.075584365526835,1,1,0,8c926d48308f931a7b33aee92097cf6e12cfbbe14e8be15a857f6ddcd122b823
benign,2115,150,3a8bfcb6189a8338cb888b7b052a4d33399bd2be3685cbc915f4b0d669a6bc5e,40.871941804885864,415,54,528,361,52,407,415,40.08404895081578,1,1,0,91f7f2fc4194df60bb20f0f989f04c3d0cdcdc5f3de4368e37115465d8e74c07
benign,2115,151,3080714d3273eb2154ecbe942cdc3c2da16240e29388a2f608252e367d15e23c,24.89794373512268,220,33,320,187,31,216,220,24.44525384902954,1,1,0,125663fdbe23ae01001d83f4aef5eea6cc68b1f126aef41188d5921b93d67e8b
benign,2115,152,e5f03336252547ff28090a39c0f272289e44e0c4d7fa1349c80a434dedc7247a,22.845801830291748,144,30,296,114,29,138,144,21.89389342069626,1,1,0,d1745458e8ccc35b774f58a0e18284e86f280504d6348c3e0384ec9737745cae
benign,2115,153,26d986fff9abdbb5701aa974d8cd8cdff0d0d0a529b2299b09246b6ddc24fdc9,52.17819690704346,347,69,674,278,66,337,347,50.674502471681976,1,1,0,5f09ff21dc3498892d84f06650ee6cb1ced0ff552bc37953dfc1b4e8e76419da
benign,2115,154,4e332330d73d72eb50e5e8d1e7a977e31b554f94be78b92826b0c60f8aa30d5a,35.130128145217896,295,46,457,249,45,288,295,34.296531884144926,1,1,0,1ef75e31d28752fb23a97a2367ea514bbc62b56bc0a514a7ad7eacb48e4c20e4
benign,2115,155,0920fbd0f0b14bbe16f1266c81e8d3bcee1447b97f0b2c3ad618618ca7a019bb,45.069846868515015,415,59,587,356,57,405,415,43.983826462044775,1,1,0,0d985097a003087ac77e64cab95ca83bd03ba2339925d0b2c679f71751c2c972
benign,2115,156,3ca0e746f10ccf16f6b66c5397f3c778065f64840a4554d5b29e037acc383ea3,22.80630588531494,216,30,295,186,29,211,216,22.27838213796969,0,0,0,5dab1a9c0c324a1194238c1150cf1545815f9a80da45a8262c8e24a8954f8438
benign,2115,157,4b3f3583ecad9e0c33d4aee71d32949f92ddd164b3bc6fd5db2a32a9b75747c4,56.57350039482117,364,74,738,290,73,356,364,55.33012675977015,1,1,0,bf4d116e443d993eb6acf87454deeacdd3294c481a4ab74d9f49b8bb3c507b68
benign,2115,158,dfa1025fad42d898f70a67a2c623dedafe0342ea5f3d6e255632b370360a38ad,21.362653732299805,204,28,277,176,27,197,204,20.629621496387557,1,1,0,934c3884c5f88ee5a8f4a64ff39b0cd949078f2d0f2eeec96fa8d4ca6cbcf3d5
benign,2115,159,b776409e5bbd4d63f2d0b3d630d21ac8ec56e70f84444a1f592835584d76c44d,12.961197137832642,82,17,167,65,16,75,82,11.854753479724977,1,1,0,6907b7c60a467867d0aafd930ea1753dc75f7e38c11e767ca9c095efe0f1e0f3
benign,2115,160,8f6e99056a81d4faf8ad1ca1df2f4cd9406d423628851e6021112b75fc0e018d,11.551174402236938,102,15,150,87,15,102,102,11.551174402236938,1,1,0,155753ca11d0906b94f924c445365008169837070a046db8162686aeca5a5911
benign,2115,161,b8c462eaeb0b0329edfd68eb6c3cf6b2cb0e3a187873cc33762360965072b073,28.736897706985474,234,38,371,196,37,233,234,28.614090451827416,1,1,0,d3a22d6c851d191652d0f096a6b7c0f314dd2e0561c2b608ebcdde666dbacb50
benign,2115,162,a62879f4d67cdf68ab6c5d5b14afe68a3f7fe899dfde74a68895e10e7fbced19,52.75383901596069,413,69,689,344,68,404,413,51.60423961851845,0,0,0,d0dd4d1027bbf921baa2bf379d2bcfc8d18b66ca940494d616ede12a94b506f9
benign,2115,163,6b1d4f92fafae286167c52c703c6848fb9a6870037974ef7c1b5d77350388e94,26.436415910720825,225,35,341,190,34,224,225,26.3189207288954,0,0,0,318b6a61feca958a979f6dd0e4f53b2c392bcaf1437c5924509a9c76723fa61d
benign,2115,164,bee14fca4246442a51d1fcf03645c0a5e392f4524236c99bf18d84714a9ac320,38.481515884399414,197,51,496,146,48,185,197,36.137464155400465,1,1,0,d31d7c0914774010fc7ba413eb3e28d91adbe93b604ec4abb82a0778e4486e1a
benign,2115,165,af00da18ead667e55db61309a2f1707a9aa2e8e590959b4132b13bde2ecd18ba,23.816200971603394,211,31,310,180,31,211,211,23.816200971603394,1,1,0,8737f10a936f1f759df859cd3bce622f2ded0071e7c341a19f2c2cdf36b80d90
benign,2115,166,d351c7c5d3ee5788a4a7e2ea6d5207db3813066d6cf41a4c4c4bca1b2096a986,19.782268524169922,188,26,256,162,25,182,188,19.15091952871769,1,1,0,e98e1948d1a4365413d75c85b4be5c36bcb0cfca572c9420ffd3a8042c756af0
benign,2115,167,32c3bf9fb98cf5f8712f53dbddd3f7ff00e0195564bac32b0f75bf692427f81c,24.392231941223145,259,32,317,227,31,252,259,23.732982429298193,1,1,0,e2bcadfb4b7c6bc5e5d174a76edf377a5bbf2d599ed33ca9c55e4f6ec22ad715
benign,2115,168,fc19f1bb02531b4cd0be8555898f11ac11b40528ca1eced0745624d9192051d6,10.240903854370117,58,14,127,44,11,53,58,9.35806731520028,1,1,0,3ae4c43f3752c18e71803251a4181ebb5caeb013522ccaa324a1c5696982036a
benign,2115,169,a9e03f1a4adc9df02059a6a1ed363640cc1e3f89a5887472a3a9944eb0ddd4cc,17.613696336746216,176,23,229,153,22,167,176,16.712995955889877,1,1,0,222f5c589d219783cdd9c61c5c8a5ff7af71d62be4632dcffd962625b4ed7b27
benign,2115,170,88bc83094da56b360ca07834caba87d6b38ad3d560f46198d6ed0a86e513f6d7,32.01495337486267,321,42,416,279,40,310,321,30.91786774519448,1,1,0,4b966534f68af2e680e2257248de00bfd6fa71ef222e0cf7d7a2f04854d5d12b
benign,2115,171,9ba6bc62521e272d574838f595df6635350aafeec948b49073aaed160856a24b,20.459873914718628,211,27,264,184,26,207,211,20.07200900638273,1,1,0,42878b0eb431d0e5a8a64bd7a54bde50671116ca72366c50ca9a418796023a3f
benign,2115,172,a1f065b6912ef1a6933452cc931f968ef16c411ef798677d4a3e190fe068ade0,45.173948526382446,279,59,590,220,59,279,279,45.173948526382446,0,0,0,cd6160adcd9b4e5c0e2bf41c8d930887bf8ff67668c90c02f6784192d7a42911
benign,2115,173,26f01bccae24bab18f42201b6c02ebaed7f5a2cfc7c3299b77c0512354209fcf,25.55947518348694,262,34,328,228,32,257,262,25.071698939527263,0,0,0,445da5be587fcc5de3ba0f09e79ea40adc18d3e58056b98c62ba4ba7ae8ca343
benign,2115,174,b5f82fe7beb2c711bd974fd9bd1f83a5dff1a3c3f94699963572954c8972ec0d,27.96687626838684,214,37,360,177,35,207,214,27.052071904467645,0,0,0,0a563a16f404727533974a899213d821852da96c88a040a48f391cbc814d7cb9
benign,2115,175,7588f7e816026ce9039cae073bf681eca9681de0a7a9bc14039b8c757ba40bbf,41.30489921569824,301,54,539,247,53,292,301,40.069869006590984,1,1,0,afe5b69656df2b48c222a49dbd5f8f911ce359cdce4c0d9c8227321410979a46
benign,2203,176,e8aa751873f681ba49d9116ae9a8bf525ac1a162b75bf041e891e6c841774c26,21.86376452445984,135,24,238,111,23,127,135,20.568134034121478,1,1,0,5c84d9041d3f6fed77ba391bae3ba92deb20782ede9fed8b6a19eece8898245f
benign,2203,177,55091194deedd01e75ab16a799766d76ad0ecc478b159e0a72c51a19eba1dcbc,47.94968891143799,418,59,587,359,58,411,418,47.14670369043304,1,1,0,363b293c9594923c07c173dd8ccb58e4c4eff8b93f29e1aefcc1be033cc39138
benign,2203,178,e2c3edfe6881860228f62cbb2dba4a9e84a6beebb1159c7206bb132725343a28,25.101325035095215,217,31,305,186,30,212,217,24.522953490507767,1,1,0,69064201bf8293203c5d20113a96a58587c8cdad11b87ec7cbfc99f87931d730
benign,2203,179,fb405227a6c4379195ef2cec314434cb65c172dc6cac8aa07694266d16e87852,12.706544637680054,90,16,151,74,15,89,90,12.565360808372498,1,1,0,c440762a7effab2f3e29e693c3cfcc6f6e42d4da5b7029ce8c31bc32450199cc
benign,2203,180,be2e53f5d8e20c08cbf4eb8ce747ae64b01428d19a7abed1529ef1042b238b12,21.60716724395752,168,27,262,141,26,166,168,21.349939062481834,1,1,0,081fbe271f816363cddc5f40d4183d3f92828ff32765adab5766818d51efe02d
benign,2203,181,16b3730457e34d4a2abf5213162ab6ba80a709a4cfc59eed4a008162179b933d,37.86369585990906,275,47,459,228,45,267,275,36.76220652580261,0,0,0,84002a3438aad6f072ce1c8d068c5175e28bf5a72f607b4d4f5d18ab5cfa4d08
benign,2203,182,399133d2721b513176a6d5ec42c24c27a922dbab61212020b81e7ad0e08a3b55,33.00047969818115,197,41,400,156,39,190,197,31.827873820580805,1,1,0,85be243e0d4d177e1f5e9d58669794e27d919de185a8a630e72aea4e4cc69cd2
benign,2203,183,f29cc49868a9b93fc1f8bc183ee65933c5743a67523e973f84fc6014cd9d4809,31.466826915740967,253,39,382,214,37,245,253,30.471828436191846,1,1,0,b9a314f3d9d34210fcdf854b6aa0e41bb33d375096087559c44a8007bb626a17
benign,2203,184,deb7c4010383be036c6f43eefd041361bbc79180b6522049b1416b179a7e2164,53.03684735298157,433,65,650,368,65,433,433,53.03684735298157,0,0,0,ee3af9c7ac532a13429b4eec8cae9852686a4ff8b9bea4344fb38862fef823fa
benign,2203,185,85ff4f96b8c7828badc6e85e55d3e685addb248181cfe06744c0500c24fcf229,8.13658094406128,71,10,98,61,9,63,71,7.219783091209304,1,1,0,9b88327147617134104948b230530fef2f5e336381a4ff6c8d80338fec373c1d
benign,2203,186,585a3e2e7252aa6407d6ae2e576e80ddba88352149eb287c0964a255d6eb756e,76.66210532188416,512,94,937,418,93,504,512,75.46425992622972,0,0,1,8718ce51284712f38df9f3b8aa27f01af8fc20455d9ab13532580d9b24442a4b
benign,2203,187,82fc37f3955094866cdea7c8b282971f245eb872212aff8fb32bf16ce6c1fc60,38.31473112106323,286,47,470,239,47,286,286,38.31473112106323,0,0,0,a42feee3347ba9a85cce231f8681fd12896d5a6d767f37c55bba2a01e782a432
benign,2203,188,56680f207e277d0832470931f3c467cb4a1021b3bbf3bb88e7e86e3c8eeeb2a1,31.51466655731201,223,39,382,184,38,221,223,31.232023807919077,1,1,0,026f8125bdfb86c8072e18a65f0663d4acc76a4e9578bbe7c3f2651596f29c51
benign,2203,189,e8c1a0f1c5af91d644f38807003021b9485ee8916a84a4a4aca345bae682b71b,25.305986642837524,228,31,310,197,31,228,228,25.305986642837524,1,1,0,fe50b7756557cc6d9e192e9090aec5ed38ac54f24eca94ecfecac4c1637a224a
benign,2203,190,fc3ce910eb0a3839ef295f46f96a11d33843af28b19b2be389ae309fc3b645f4,9.738343715667725,71,12,118,59,11,63,71,8.641065550522066,1,1,0,bc22f971d272a50118095994fe450c5036f81c1ffd624b7ac612dc1dacc8e283
benign,2203,191,dfe05fecd5842c0cae1ac39e179b099919e6c99c5a51e812657b8b308c37773e,16.57332754135132,112,21,197,91,19,108,112,15.981422986303057,1,1,0,5708028bedc5bb706aebefc1fb37cbdb83d7f5df5c5e9d3e721dc0dbccb1540b
benign,2203,192,234cb2474351dfbccd620c184424ac7ba7da0cfc405c4d0af9cc8252bba6edf4,29.336795330047607,228,36,358,192,35,220,228,28.307434090396814,1,1,0,25a8ed46ee3f7d2b647120b239c93764a645040c936d59239ea1a215e492d451
benign,2203,193,83a1d4f50c9399fcb9826602f413377dbc5e947a2af4ed2addf3a8d2bf532d27,37.83586597442627,251,47,460,204,44,239,251,36.026979951744536,1,1,0,a525923c80ae3a7316b39f12a1c859e6740048d4725a4447900b9398de736fe6
benign,2203,194,236ac935eabcc13702d06d3ca0ccf84046b3a0134d51f20b58d7565ab4791532,13.922314882278442,107,17,170,90,17,107,107,13.922314882278442,1,1,0,fcb1416f4be3105fe86181c47b2f78f0132282ad7992d5bbbd63f7cb4cd222bf
benign,2203,195,f63234bab7641eca3157f7f439feee626542fd2bf3c83731cb5e1425d30955b9,13.588916063308716,98,17,163,81,16,95,98,13.172928836880898,0,0,0,4f786830522bac6485ee1a6765db8267109b1795583beee5bfc99ba2c0e596b0
benign,2203,196,a77ce578740f0707125d98c2883d3be1120dcb5266d42dc530976a1978396633,18.70273208618164,116,23,227,93,22,109,116,17.57411894304999,1,1,0,b35b634441881beeea7cafb06b3a4db24c83faa2b686a9485ac1d1d6cea8c2d8
benign,2203,197,47ddcefbf8e739751cb692d151dbf11326232f22d4b102b4ac9df8eee5b7fe75,20.151135444641113,159,25,245,134,24,154,159,19.517451940092652,1,1,0,8410862e314e0b454490473f388867b8b1d0414eeada72187376a38d3ff3967e
benign,2203,198,bd4992524c6e0423e384132ac3bc4f10ae5c68a0dab570ae97cb6350ef3ea70b,29.216902017593384,280,36,356,244,34,270,280,28.173441231250763,1,1,0,f66184246b8cbf6d766a8c266a9c7566cb6f911960ea16697e35b31a4ec87062
benign,2203,199,7ca0e77eaa61c65b9b498c2f10a0bd23bba77a585128144380f1e653d3cbc6dc,31.030317306518555,266,38,380,228,38,266,266,31.030317306518555,1,1,0,34184846a41b168f756726fae66ba29b09f613392c8e7b451bc513fe8d643f3b
benign,2203,200,8c508389106306ae864c1ef86595aa13980751f2f0220e3110b444ca2953a570,10.9466872215271,81,14,129,67,12,73,81,9.865532928042942,1,1,0,3a1a3c8198cb8d7560ad3936288fd0b55f40a0280d20520dfa48c7b974ce9a6d
benign,2203,201,6425d55456f47c925810a56d3d85e30c8538941882ef7a575345683559233540,38.221617221832275,298,47,468,251,46,290,298,37.1955335380247,1,1,0,9573b0abf729e0d087ea3f54639efdf728cf7bc53c2cb009aa1ab0811a1ca293
benign,2203,202,5c490a76c1618dbbdb4944047a9a72f36948365f4dacc86f7c7873f0a5576c25,15.241241216659546,151,19,184,132,18,147,151,14.837499727476512,1,1,0,52de97b85cbc66e0c7a365c7923d6ab575e96dd5dd13a67027e5da44ed954b1b
benign,2203,203,d73099f3011813214b1a6cd8cb49de33235ae6114e3ce021d24520576badaa52,33.805419921875,292,42,411,250,40,282,292,32.64770006153682,1,1,0,2d61cd253fce72bc9d2fc9697186832ba505290a0989e9db20dce69b4602fe5d
benign,2203,204,ca83378f3af35bfa295974bd053805eaba06d9c15ee50b49e14fa7bec86ed020,24.978627681732178,227,31,303,196,30,224,227,24.64851365950664,1,1,0,2eacceb9a756916ee40955cd216d1bef17a3d88f70009875d76659ad76d1ef52
benign,2203,205,844d7a1768c19756c101703fa897d92dd20623ec5286c7dad00f4ef6b78ee939,60.001063108444214,373,74,734,299,71,362,373,58.231594759401624,1,1,0,13861694f7ef627b51551dc2e921fc2589eef5accd71633cb89e7c7bd0443e7d
benign,2203,206,533a1de2251946281ae679d11b79aa11ec139bcaf9f50827dde6afc325e24b11,26.950160026550293,220,33,330,187,33,220,220,26.950160026550293,1,1,0,a1c9a642d974c272b916e248e1339714685b76ae94956a480b221f8cccfd2f40
benign,2203,207,2c1d56da9abd00d91ab6aab67ac42e928e649c32f6dd81966e0588aed4d76422,34.920902490615845,356,43,427,313,42,349,356,34.2342555315307,1,1,0,c95993179150a4caf532cea1624367d267b43ecfbb50ec6bb8d2ea6ff81032db
benign,2203,208,1aba011a8a41172f96e8edb5a9ab4a1d432a675e9aff9e5e4004173c66a01e4a,17.09925389289856,149,21,208,128,20,141,149,16.18117314697112,1,1,0,6bb7ffb3beb34ac4123e486bf56674ca62950636d9d2486563e46500be486c42
benign,2203,209,5d6ed708fe4546615db9a393deb23d4c485926e7eff5d7bdc4e4ccdd0c03f25d,36.207030296325684,251,45,439,206,42,241,251,34.76451912914139,0,0,0,1066d2d807ba571cc561b6f5120976d6dfba31644eb96d17f664436f14f7e5b9
benign,2203,210,0f4d92e85aa0c2c5aebf8846e25b3d5532bf4ec8a3dd896db39e4fa0674d8b6f,38.26986813545227,261,47,467,214,46,260,261,38.123240288190004,1,1,0,04ad3f4d0e3ed4136e7e84469608fc341acfc9b4ba91f375902ecadbe25c24ed
benign,2203,211,a57606634ec21ed900122c92431e2d6cd4a2d5c59ce15a92b8f523dbdbcccbf0,22.40603995323181,217,28,278,189,27,209,217,21.58001083053202,1,1,0,74b5e59a64327cb21f3523540e89688c4b5dad2b181c426d8099600aa4bc9649
